400.3205	1760.9009
402.61176	1585.7164
404.90201	1505.0878
407.19128	1327.0042
409.47958	1178.4626
411.76685	1176.8641
414.05316	1145.6108
416.33844	951.51434
418.62277	863.98511
420.90607	681.84357
423.18842	546.50891
425.46976	448.00723
427.75009	314.56839
430.02945	199.82622
432.30783	89.217766
434.58521	62.984077
436.8616	94.569382
439.13699	67.224983
441.41144	3.2052907e-005
443.68488	80.552635
445.95731	140.74115
448.22879	214.02888
450.49927	478.88193
452.76877	799.37006
455.03729	1189.3672
457.30481	1520.3483
459.57135	1639.9915
461.83694	1585.5817
464.10153	1331.604
466.36514	977.94727
468.62778	585.50305
470.8894	294.36392
473.15009	136.42973
475.40979	-4.5277597e-005
477.66852	161.37802
479.92624	411.66864
482.18301	736.38141
484.43881	965.62646
486.6936	1262.9176
488.94745	1541.3729
491.20032	2085.5085
493.45221	2452.2478
495.70313	2664.9124
497.95306	2858.0298
500.20206	3055.3279
502.45007	3445.7363
504.69708	3869.5884
506.94315	3916.021
509.18826	3554.969
511.43237	3186.3708
513.67554	3025.1711
515.91772	2852.1111
518.15894	2526.5349
520.39917	2214.9932
522.63849	2105.6333
524.87683	2130.6067
527.11414	2033.0645
529.35052	1806.9634
531.586	1779.8604
533.82043	1935.9121
536.05396	2115.0793
538.2865	2481.324
540.51807	2873.0093
542.74866	3604.8992
544.97833	4189.7598
547.20703	4474.1611
549.43475	4380.6704
551.66156	4115.6587
553.88733	3808.9001
556.11218	3907.7668
558.33612	4600.4336
560.55908	6310.0786
562.78107	8868.6777
565.00208	10726.411
567.22217	10546.057
569.44128	8956.7998
571.65942	8084.02
573.87665	8098.5005
576.0929	7838.6299
578.30823	6517.5923
580.52258	4569.1729
582.73596	3123.1621
584.94843	2217.7495
587.15991	1759.3239
589.37048	1567.0773
591.58008	1451.8009
593.78876	1638.6887
595.99646	1722.9343
598.20319	1797.5315
600.409	1923.078
602.61389	1953.5692
604.81781	2511.0022
607.02075	3111.176
609.22278	3800.489
611.42383	4202.1401
613.62402	3877.731
615.82318	3370.6611
618.02142	2727.9336
620.21875	2631.9507
622.4151	2942.5146
624.61053	3379.6289
626.80499	4069.4998
628.99854	5006.73
631.19116	6494.7251
633.38281	8095.0928
635.57355	9628.6357
637.76331	10637.366
639.95215	10230.487
642.14008	8772.4082
644.32703	6449.938
646.51306	4420.8862
648.69818	3104.0586
650.88232	2374.8677
653.06555	1788.3232
655.24786	1496.4357
657.4292	1200.6152
659.60968	894.6723
661.78912	668.01965
663.96771	460.46884
666.14532	373.23077
668.32202	285.51865
670.4978	296.74539
672.67267	462.52249
674.84656	727.46497
677.01953	1013.5848
679.19159	1265.4951
681.36273	1721.4109
683.5329	1858.1453
685.70221	1541.1127
687.87054	978.92725
690.03796	528.40356
692.20447	207.15578
694.37	3.6124227e-005
696.53467	24.748863
698.69836	184.61952
700.86115	324.62552
703.02307	351.58121
705.18402	483.504
707.34406	643.20837
709.50311	709.91058
711.66132	894.82397
713.8186	1105.7654
715.97491	1227.1495
718.13037	1161.9923
720.28485	972.31091
722.43848	734.31763
724.59113	363.0303
726.74286	264.46387
728.89374	274.03348
731.04364	390.75516
733.19263	649.24512
735.34076	1117.1168
737.48792	1495.5872
739.63422	2124.2708
741.77954	2497.9832
743.92395	2805.5393
746.0675	3017.5537
748.21008	3220.644
750.35181	3742.0234
752.49261	4626.7051
754.63245	5925.707
756.77142	6649.0415
758.90948	6716.1255
761.04663	6487.9707
763.18286	6275.5933
765.31824	6553.2065
767.45264	6836.8257
769.58618	6932.8613
771.71875	6447.1323
773.85046	5408.4492
775.98126	4095.4258
778.11115	2728.0776
780.24017	1913.6143
782.36823	1219.8512
784.49542	782.40027
786.6217	583.87567
788.74707	691.48822
790.87152	806.25122
792.99512	845.17725
795.1178	637.67737
797.23956	472.56436
799.36041	118.24927
801.48041	223.14323
803.59949	621.85889
805.71765	1212.8068
807.8349	1830.5973
809.95129	2015.0394
812.06677	1660.1483
814.18134	1009.9312
816.29504	363.79797
818.40784	54.358883
820.51971	93.02494
822.63074	184.20439
824.74084	354.70602
826.85004	811.74109
828.95837	1243.3158
831.0658	1957.0399
833.1723	2375.9231
835.27795	2621.1721
837.38275	2611.5935
839.48657	2401.1985
841.58954	2119.593
843.69165	2024.9835
845.79285	1861.1787
847.89313	1614.7849
849.99255	1162.8063
852.09106	574.4541
854.18872	271.93124
856.28546	48.445404
858.38135	-3.5054658e-005
860.47632	137.40372
862.57037	305.45987
864.66364	521.97345
866.75592	899.55029
868.84735	1067.1952
870.93793	1037.1128
873.02759	869.70636
875.11639	832.1806
877.20428	841.13928
879.29132	756.58374
881.3775	692.92175
883.46277	520.55316
885.54712	305.48297
887.63062	219.31219
889.71326	286.24457
891.79504	323.28146
893.87585	616.42645
895.95587	742.87793
898.03497	1097.4418
900.11322	1312.7189
902.19061	1639.9078
904.26709	2025.0117
906.34271	2345.8303
908.41742	2550.1667
910.49127	2730.0178
912.56427	2792.5869
914.63641	2812.6726
916.70764	2825.2751
918.77802	3095.1929
920.84747	3454.8276
922.91614	3932.177
924.98389	4637.2417
927.05078	5212.417
929.11676	5832.3076
931.18195	6739.5059
933.24622	7644.6147
935.30963	8559.2314
937.37213	9400.9502
939.43384	9823.7734
941.49463	9210.6992
943.55457	7767.3203
945.61365	6095.0386
947.67181	4591.0483
949.72919	3513.9497
951.78564	2813.9355
953.84125	2473.8047
955.896	2332.9543
957.94989	2537.3792
960.00293	2603.4773
962.05505	2737.6433
964.10632	2821.8733
966.1568	2776.5657
968.20636	2686.311
970.25507	2602.908
972.30292	2639.9517
974.34991	2879.0388
976.39606	3149.9614
978.44128	3398.915
980.48572	3676.0967
982.5293	4039.5005
984.57196	3979.3201
986.61383	3786.949
988.65479	3397.3831
990.69495	2963.2163
992.73419	2585.2434
994.77264	2438.0586
996.81018	2412.4539
998.84692	2708.4238
1000.8828	3463.7642
1002.9178	4671.6646
1004.9519	6679.7231
1006.9852	9590.5303
1009.0176	12494.479
1011.0493	14833.365
1013.08	15232.981
1015.1099	13636.117
1017.1389	10726.569
1019.1671	7758.5308
1021.1945	5575.3911
1023.2209	3921.3477
1025.2466	2669.3899
1027.2714	1740.1116
1029.2954	1062.3055
1031.3185	735.36237
1033.3407	712.67694
1035.3622	864.44232
1037.3827	1129.6483
1039.4025	1187.489
1041.4213	1076.3536
